"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)"
"(42, 19)","(55, 35)","(46, 51)","(27, 56)","(13, 36)","(26, 21)"
"(42, 19)","(55, 35)","(46, 51)","(27, 56)","(13, 36)","(26, 21)"
"(42, 19)","(55, 35)","(46, 51)","(27, 56)","(13, 36)","(25, 20)"
"(42, 19)","(55, 35)","(46, 51)","(27, 56)","(13, 36)","(25, 20)"
"(42, 19)","(55, 35)","(46, 51)","(27, 56)","(13, 36)","(26, 21)"
"(42, 19)","(55, 35)","(46, 51)","(27, 56)","(13, 36)","(25, 20)"
"(42, 19)","(55, 35)","(46, 51)","(27, 56)","(13, 36)","(25, 20)"
"(42, 19)","(55, 35)","(46, 51)","(27, 56)","(13, 36)","(25, 20)"
"(42, 19)","(55, 35)","(46, 51)","(27, 56)","(13, 36)","(25, 20)"
"(42, 19)","(55, 35)","(46, 51)","(27, 56)","(13, 36)","(25, 20)"
"(42, 19)","(55, 35)","(46, 51)","(27, 56)","(13, 36)","(25, 20)"
"(42, 19)","(55, 35)","(46, 51)","(27, 56)","(13, 36)","(25, 20)"
"(42, 19)","(55, 35)","(46, 51)","(27, 56)","(13, 36)","(25, 20)"
"(42, 19)","(55, 35)","(46, 51)","(27, 56)","(13, 36)","(24, 21)"
"(42, 19)","(55, 35)","(46, 51)","(27, 56)","(13, 36)","(24, 21)"
"(42, 19)","(55, 35)","(46, 51)","(28, 56)","(13, 36)","(24, 21)"
"(42, 19)","(55, 35)","(46, 51)","(28, 56)","(12, 39)","(24, 21)"
"(42, 19)","(55, 35)","(46, 51)","(27, 56)","(14, 34)","(24, 21)"
